"Titre,Créateur,Sujet,Editeur,Type,Format,Identifiant,Source,Langue,Résumé,""Date de disponibilité"",""Date de publication"",""Importance matérielle"",""Couverture spatiale"",""Couverture temporelle"",Licence,""P35 has identified"",""P70 documents"",""P4 has time-span"",""P14 carried out by"",""P1 is identified by"",""P2 has type"""																																
"Milizac (29). Keromnes. Rapport de diagnostic,""http://www.viaf.org/viaf/307214042 Mentele, Serge"",RAP03299,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03299,Service régional de l'archéologie de Bretagne,French,,,2016,8.88 Mo | 1 vol. (p.) : ill. en coul."	 30 cm.,http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6430974 Milizac | http://www.geonames.org/6448087 Milizac-Guipronvel,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03299,diagnostic préventif																															
"Ossé (35). Le Bourg, 3 Rue de la Mairie. Une nécropole du Haut Moyen Âge. Rapport de sondage,""http://www.viaf.org/viaf/19570701 Villard, Anne"",RAP02771,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02771,Service régional de l'archéologie de Bretagne,French,,,2010,59.2 Mo | 1 vol. (p.) : ill. en coul."	 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6454048 Ossé | http://www.geonames.org/6448548 Châteaugiron,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02771,sondage																															
"Neuillac (56). Secteur Kergouet. Rapport de diagnostic,""Fouvez, Yannick"",RAP03289,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03289,Service régional de l'archéologie de Bretagne,French,,,2016,1 vol. (p.) : ill. en coul."	 30 cm. | 177 Mo,http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6437321 Neulliac,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03289,diagnostic préventif																															
"Moréac, Bignan (56). Déviation de la RD 767 Locminé, tranche opérationnelle 1. Rapport de diagnostic,""http://www.viaf.org/viaf/1200159234717103372444 Crowch, Aurélie"",RAP03301,Conseil départemental du Morbihan,Online PDF file,,RAP03301,Service régional de l'archéologie de Bretagne,French,,,2016,""13,84 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6437316 Moréac | http://www.geonames.org/6449826 Bignan,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/1200159234717103372444 Crowch, Aurélie"",RAP03301,diagnostic préventif"																															
Étel (56). La Falaise : un atelier de salaisons et sauces de poisson antique. Rapport de sondage 2008,DRIARD Cyril,RAP03034,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03034,Service régional de l'archéologie de Bretagne,French,,,2014,121.6 Mo | 1 vol. (p.) : ill. en coul.	 30 cm.,http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6455181 Étel,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03034,sondage																															
Monteneuf  (56). Inventaire, description et cartographie des blocs de la parcelle 1 du site archéologique des Pierres Droites. Rapport de PT 2014,TARDIEU Claire,RAP03088,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03088,Service régional de l'archéologie de Bretagne,French,,,2015,20.72 Mo | 1 vol. (p.) : ill. en coul.	 30 cm.,http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6437312 Monteneuf,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03088,prospection thématique																															
"Rannée (35). La Chaussée. Rapport de fouille,""http://www.viaf.org/viaf/22147602694057642310 Delalande, Audrey"",,EVEHA,,,RAP03300,,French,,Disponible,2016,36.42 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432799 Rannée,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/22147602694057642310 Delalande, Audrey"",RAP03300,fouille préventive"																															
"Plesder (35). Pilleverte II : un atelier gallo-romain de production massive de fer du grand Ouest. Rapport de FP,""http://www.viaf.org/viaf/120757725 Vivet, Jean-Bernard"",,Service régional de l'archéologie de Bretagne,,,,,French,,Disponible,2016,""48,21 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432789 Plesder,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/120757725 Vivet, Jean-Bernard"",RAP03325,fouille programmée"																															
"Saint-Pierre-Quiberon (56). Allée du Moulin. Rapport de diagnostic,""http://www.viaf.org/viaf/46038290 Hinguant, Stéphan"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,RAP03326,,French,,Disponible,2016,1 vol. (p.) : ill. en coul."	" 30 cm. | 3.5 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6437392 Saint-Pierre-Quiberon,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/46038290 Hinguant, Stéphan"",RAP03326,diagnostic préventif"																															
"Sarzeau (56). Château de Suscinio, le logis nord. Rapport intermédiaire de FP 2013-2015,""http://www.viaf.org/viaf/508159234258103371010 Vincent, Karine"",RAP02914,Conseil départemental du Morbihan,Online PDF file,,RAP02914,Service régional de l'archéologie de Bretagne,French,,,2013,1528 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6437396 Sarzeau,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/508159234258103371010 Vincent, Karine"",RAP02914,fouille programmée"																															
"Brest (29). Spernot, Messioual : des occupations protohistoriques et médiévales aux deux extrémités de la déviation de Spernot. Rapport de fouille,""Oeil de Saleys, Sébastien"",,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,RAP03298,,French,,Disponible,2016,1 vol. (p.) : ill. en coul."	" 30 cm. | 30.23 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030300 Brest,,Owned by SRA Bretagne,,,,""Oeil de Saleys, Sébastien"",RAP03298,fouille préventive"																															
"Cesson-Sévigné (35). LGV Le Mans/Rennes, secteur 1, La Salmondière. Rapport final d’opération,""http://www.viaf.org/viaf/214920281 Durand, Jean-Claude"",RAP03142,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,RAP03142,Service régional de l'archéologie de Bretagne,French,,,2015,736 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6618272 Cesson-Sévigné,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/214920281 Durand, Jean-Claude"",RAP03142,fouille préventive"																															
"Plabennec (29). Leskelen,""http://www.viaf.org/viaf/230997553 Irien, Joseph"",,Service régional de l'archéologie de Bretagne,,,,,French,,Consultable uniquement au SRA,1977,1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6453929 Plabennec | http://www.geonames.org/3018471 Finistère,,Owned by SRA Bretagne,,,,""Irien, Joseph"",RAP03465,fouille ancienne"																															
"Vannes (56). 50-52 rue Irène Joliot-Curie. Rapport de diagnostic,BELANGER Céline,RAP03336,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03336,Service régional de l'archéologie de Bretagne,French,,,2016,""5,69 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2970777 Vannes,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03336,diagnostic préventif"																															
"Plouezoc'h (29). Sondage au sein de la chambre H du tumulus sud de Barnenez. Rapport de sondage,""http://www.viaf.org/viaf/24757686 Laporte, Luc, 1962-"",,Service régional de l'archéologie de Bretagne,,,055059,,French,,Disponible,2016,29.84 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6616353 Plouezoc'h,https://ark.frantiq.fr/ark:/26678/pcrtH8P95EucZz Néolithique,Owned by SRA Bretagne,29 186 0001,https://ark.frantiq.fr/ark:/26678/pcrtjt6fT6tah9 tumulus | https://ark.frantiq.fr/ark:/26678/pcrtAqKgmvERHQ cairn,,""http://www.viaf.org/viaf/24757686 Laporte, Luc, 1962-"",RAP03331,sondage"																															
"Évriguet (56). La Ville Geffray. Rapport de diagnostic,""http://www.viaf.org/viaf/46038290 Hinguant, Stéphan"",RAP03338,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03338,Service régional de l'archéologie de Bretagne,French,,,2016,""2,98 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6449852 Évriguet,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03338,diagnostic préventif"																															
"La Vicomté-sur-Rance (22). Launay-Jannais. Rapport de diagnostic,""http://www.viaf.org/viaf/46038290 Hinguant, Stéphan"",RAP03337,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,RAP03337,Service régional de l'archéologie de Bretagne,French,,,2016,""5,17 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6455677 La Vicomté-sur-Rance,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03337,diagnostic préventif"																															
"Morlaix (29). Musée-Église des Jacobins. Rapport de diagnostic,""Béthus, Teddy"",RAP03339,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03339,Service régional de l'archéologie de Bretagne,French,,,2016,""11,404 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3018471 Finistère | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991772 Morlaix,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03339,diagnostic préventif"																															
"Larmor-Plage (56). Quelisoye, Les Bruyères : Occupations rurales protohistoriques. Rapport de fouille,""http://www.viaf.org/viaf/307214041 Blanchet, Stéphane"",RAP03330,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,RAP03330,Service régional de l'archéologie de Bretagne,French,,,2016,180.8 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6437287 Larmor-Plage,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/307214041 Blanchet, Stéphane"",RAP03330,fouille préventive"																															
"Liffré (35). Lotissement de Penloup. Rapport de diagnostic,""Hamon, Anne-Louise"",RAP03341,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03341,Service régional de l'archéologie de Bretagne,French,,,2016,""6,60 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6454045 Liffré,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03341,diagnostic préventif"																															
Monteneuf  (56). Inventaire, description et cartographie des blocs de la parcelle XC 102 du site archéologique des Pierres Droites. Rapport de FP,TARDIEU Claire,RAP03332,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03332,Service régional de l'archéologie de Bretagne,French,,,2016,682.4  Mo | 1 vol. (p.) : ill. en coul.	 30 cm.,http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/6437312 Monteneuf,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03332,prospection thématique																															
"Rennes (35). Prospections thématiques sur le tracé de l'enceinte de la Ville Neuve (1420-1450). Rapport de PT,LE BOULCH Mathieu,RAP03344,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03344,Service régional de l'archéologie de Bretagne,French,,,2016,""17,05 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/2983990 Rennes,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03344,prospection thématique"																															
"Mordelles (35). ZAC Val de Sermon : des champs au hameau (du 1er s. ap J.-C. à nos jours). Rapport de fouille,""http://www.viaf.org/viaf/22361122 Le Boulanger, Françoise"",RAP03328,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP03328,Service régional de l'archéologie de Bretagne,French,,,2016,345.6 Mo | 1 vol. (p.) : ill. en coul."	 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432769 Mordelles,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP03328,fouille préventive																															
"Plonéour-Lanvern (29). Kersulec : un dépôt en fosse du Néolithique moyen 2 et une occupation de l'âge du Bronze ancien. Rapport de fouille,""http://www.viaf.org/viaf/58608823 Pailler, Yvan"",RAP03340,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,,Service régional de l'archéologie de Bretagne,French,,Disponible,2016,1 vol. (p.) : ill. en coul."	" 30 cm. | 20.74 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6430989 Plonéour-Lanvern,https://ark.frantiq.fr/ark:/26678/pcrt2Da0ASe5sL Néolithique moyen | https://ark.frantiq.fr/ark:/26678/pcrtU9wwh3D5FE Bronze ancien,Owned by SRA Bretagne,,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9 foyer | https://ark.frantiq.fr/ark:/26678/pcrtekRzBDVyGa céramique néolithique,19/09/2016 au 09/12/2016,""http://www.viaf.org/viaf/58608823 Pailler, Yvan"",RAP03340,fouille préventive"																															
"Bais, Louvigné-de-Bais (35). Carrière des Vallons, Étang de Daniel, ensemble 1 : occupations laténiennes et gallo-romaines. Rapport de fouille,""http://www.viaf.org/viaf/214920281 Durand, Jean-Claude"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,RAP03329,,French,,Disponible,2016,464 Mo | 2 vol. (p.) : ill. en coul."	" 30 cm. | 464-317 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6455070 Bais | http://www.geonames.org/6432738 Louvigné-de-Bais,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/214920281 Durand, Jean-Claude"",RAP03329,fouille préventive"																															
"Chavagne (35). La Touche, tranche 2 : des premiers aménagements du territoire aux origines du village. Rapport de fouille,""Le Gall, Joseph 19..-.... développeur"",RAP03342,INRAP | https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),Online PDF file,,RAP03342,Service régional de l'archéologie de Bretagne,French,,,2016,""398,18 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm."",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6448552 Chavagne,,Owned by SRA Bretagne,,,,""Le Gall, Joseph"",RAP03342,fouille préventive"																															
"Léhon (22). Saint-Suliac. Rapport de sondage,""http://www.viaf.org/viaf/56621663 Ménez, Yves"",,DRAC Bretagne. Circonscription des Antiquités de Bretagne,,,051383,,French,,Disponible,1991,1 vol. (3 p.) : ill. en coul."	" 30 cm. | 1 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429004 Léhon | http://www.geonames.org/3021356 Dinan,https://ark.frantiq.fr/ark:/26678/pcrtW9SpIgIk7Q âge du Fer,Owned by SRA Bretagne,22 050 0027,https://ark.frantiq.fr/ark:/26678/pcrtVnWeKqGpcj habitat rural,,""http://www.viaf.org/viaf/56621663 Ménez, Yves"",RAP00442,sondage"																															
